Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding,flag
liberty ave,"Dr. Philip F. Caushaj, MD","4727 Friendship Avenue, Pittsburgh",,ChIJsVQDskDyNIgRU4DQeiEXj_A,40.4632342,-79.94816809999999,consolidated
liberty ave,Jessell Susan A,"4815 Liberty Avenue # G 70, Pittsburgh",,ChIJsVQDskDyNIgRZZAp-ldsRsg,40.4606097,-79.946843,bounding_only
liberty ave,"Victoria M. Conti, PA","4815 Liberty Avenue, Pittsburgh",,ChIJsVQDskDyNIgRe1SN_d1SHnI,40.4606097,-79.946843,bounding_only
liberty ave,Tallerico Samuel J MD,"4815 Liberty Avenue, Pittsburgh",,ChIJsVQDskDyNIgRjMkRg8bvd34,40.4609275,-79.9469426,bounding_only
liberty ave,Hansen Michael MD,"4727 Friendship Avenue Suite 200, Pittsburgh",5.0,ChIJsVQDskDyNIgRjphdFNiG37A,40.4632342,-79.94816809999999,bounding_only
liberty ave,"Maria J. Sunseri, MD, LLC, Practice of Sleep Medicine","4815 Liberty Avenue Suite 156, Pittsburgh",2.8,ChIJsVQDskDyNIgRvTcUFI17wLw,40.4609425,-79.94737959999999,bounding_only
penn ave,Lawrenceville,"4304 Butler Street, Pittsburgh",5.0,ChIJsVukV1bzNIgR9xHRtq4WQkE,40.4707549,-79.9600786,consolidated
liberty ave,Walkowski Agency,"4757 Liberty Avenue, Pittsburgh",5.0,ChIJsX8IOUfyNIgRF-oXowA7aRo,40.4613894,-79.94814690000001,bounding_only
Liberty Ave,Level Up Studios,"4836 Penn Avenue, Pittsburgh",4.7,ChIJsX_w3EPyNIgR1bOw_exVPsU,40.4652445,-79.9457305,broad_filled
liberty ave,POGOH - Taylor St & Liberty Ave,"4601 Liberty Avenue, Pittsburgh",,ChIJsYlrTUbyNIgR9alEuJkybeI,40.4628368,-79.95083199999999,consolidated
liberty ave,Western Union,"4401 Liberty Avenue, Pittsburgh",,ChIJs_vcCijzNIgRYVMK95tYoIo,40.46418070000001,-79.9522332,bounding_only
44th St,Tri State Home Care Inc.,"149 Grant Avenue, Millvale",3.5,ChIJsbI3FanzNIgRLYkS4d4yUb8,40.4785979,-79.9709432,broad_filled
stanton ave,Corsair Fencing Club,"106 North Avenue, Millvale",5.0,ChIJsbodDevyNIgRjAV103giq3s,40.47996569999999,-79.97565709999999,consolidated
penn ave,"The Office of David Orbison, Ph.D.","258 42nd Street, Pittsburgh",,ChIJszRz103yNIgRiDr1hjDdA2w,40.4690918,-79.9585848,consolidated
penn ave,Fischetti Mario PHD,"258 42nd Street, Pittsburgh",5.0,ChIJszRz103yNIgRzlnq11WvxTI,40.4690918,-79.9585848,consolidated
butler st,Shoppe B - Brenda Friday Design,"4434 Butler Street, Pittsburgh",5.0,ChIJt-UoR3TzNIgRlRVU5DeVseI,40.4719259,-79.9591256,consolidated
liberty ave,Elegant Kitchen And Bath,"4518 Liberty Avenue, Pittsburgh",,ChIJt08QEbrzNIgRVy4xDqTMoYI,40.46260439999999,-79.95134809999999,consolidated
52nd St,"Dr. Madhuri V. Mahajan, MD","420 North Avenue, Pittsburgh",5.0,ChIJt1YnhAfzNIgR1W2A40MePfM,40.4827238,-79.9730998,broad_filled
53rd St,Daljit Singh & Associates: Signh Daljit MD,"420 North Avenue, Millvale",1.0,ChIJt1YnhAfzNIgRY4_WaLqko34,40.48283929999999,-79.97341089999999,broad_filled
penn ave,Three Rivers Packaging Div. of The Cary Company,"20 39th Street, Pittsburgh",5.0,ChIJt2Iah1N9NIgR6ebHrvxEDRY,40.46987679999999,-79.9670805,consolidated
penn ave,New Arsenal Park,"260 39th Street, Pittsburgh",,ChIJt2jGaQDzNIgRUtAf3rNL8pA,40.4662021,-79.9619917,consolidated
butler st,KLoRebel Art Co.,"100 43rd Street #108, Pittsburgh",,ChIJt33h2_vzNIgRK0tb3a-fsU8,40.4728608,-79.9638889,consolidated
40th st,Three Rivers Rowing Association (TRRA),"90 River Front Drive, Millvale",4.7,ChIJt5F0a67zNIgRgoNfTfPLCCA,40.4704749,-79.9738162,consolidated
liberty ave,Da Vita Healthcare Inc,"4312 Penn Avenue, Pittsburgh",,ChIJtQtxS0_yNIgRlkc6QzERHXY,40.4656242,-79.9539061,bounding_only
butler st,Icehouse Parking,"Willow Street, Pittsburgh",4.0,ChIJtSPb7mjzNIgR2b4mIq5OWd4,40.4725322,-79.9634835,consolidated
penn ave,Gemini Vintage,"3534 Butler Street, Pittsburgh",5.0,ChIJtZohTsDzNIgRSE5p7gwjLqk,40.464828,-79.9654844,bounding_only
51st st,A519 Chocolate,"2 Sedgwick Street, Millvale",5.0,ChIJtcJmhKjzNIgRzq9V8lrSGHY,40.4793104,-79.97457370000001,consolidated
penn ave,Long Story Short,"3705 Butler Street, Pittsburgh",4.6,ChIJtcpyWLPzNIgR2RYLdF1jMVo,40.46650410000001,-79.9647863,consolidated
butler st,Inkwell Coffee Shop,"4419 Butler Street, Pittsburgh",4.5,ChIJtwdryN_zNIgR9QxZXCx3HHw,40.47209170000001,-79.9596583,consolidated
penn ave,Simply Burgers & Fries,"4112 Butler Street, Pittsburgh",3.8,ChIJtxuFPIjzNIgRTkq6tujhf5E,40.46986939999999,-79.96070089999999,consolidated
liberty ave,Schubert Plumbing and Heating,"4618 Penn Avenue, Pittsburgh",,ChIJu2QDI0TyNIgRHRUOdJ3qc4Y,40.465608,-79.9487877,consolidated
penn ave,Paw De Deux,"4112 Butler Street, Pittsburgh",5.0,ChIJu5yLRZ3zNIgRftmTEH1lSAY,40.4698416,-79.9606687,consolidated
37th st,Herrs Island North Park Lookout Point,"100 Waterfront Drive, Pittsburgh",5.0,ChIJu8TfzkrzNIgRiPxRcyvwqBg,40.4700515,-79.9725217,consolidated
penn ave,Frankie's Extra Long,"3535 Butler Street, Pittsburgh",4.6,ChIJu8lO6bTzNIgRTk57p9qMxLQ,40.4649824,-79.96585019999999,bounding_only
penn ave,Allegheny County Health Department Public Health Laboratory,"8, 3901 Penn Avenue #3, Pittsburgh",3.5,ChIJu9PB-kvyNIgRz_GgiXjSs2c,40.4654045,-79.95903969999999,consolidated
liberty ave,"Dr. Yatin M. Vyas, MD","4401 Penn Avenue, Pittsburgh",,ChIJuUnP8UXyNIgRqxhrLGi6S9I,40.4661227,-79.9533866,bounding_only
51st St,OneSource IPS,"409 North Avenue, Pittsburgh",1.0,ChIJuacviwfzNIgRjTECScS6yhM,40.482556,-79.973787,broad_filled
49th St,Iron Born Pizza | Millvale,"413 Grant Avenue, Pittsburgh",4.4,ChIJubRmpF3zNIgRtEE5f1jcmRY,40.4800685,-79.9736961,broad_filled
butler st,Butler St at 46th St,United States,,ChIJudIFJlLyNIgRQeoImVUQpIs,40.4728355,-79.958765,consolidated
56th St,MT Troy Rd + Fornoff,United States,,ChIJudxiAKLzNIgRkfdS47d2Fao,40.478464,-79.986385,broad_filled
42nd St,West Penn Laco - NORTH - Millvale,"331 East Ohio Street, Pittsburgh",5.0,ChIJuxb_V6nzNIgRabziSR7Bchw,40.4775493,-79.9697807,broad_filled
Plummer St,7Th Sense Salon,"314 Grant Avenue, Pittsburgh",5.0,ChIJuytS8B3zNIgR71Nzdk5SYCo,40.47969140000001,-79.9725708,broad_filled
liberty ave,Scoops In Bloomfield,"4806 Liberty Avenue, Pittsburgh",4.6,ChIJuzsZrEDyNIgRj-A18kQHuIQ,40.46031370000001,-79.94685609999999,bounding_only
penn ave,spruce & adorn,"3609 Butler Street, Pittsburgh",3.9,ChIJv2DojCLzNIgRNwEZH0Z6s1A,40.46569749999999,-79.96525869999999,bounding_only
penn ave,Driftwood Oven,"3615 Butler Street, Pittsburgh",4.7,ChIJv3LUorTzNIgRvwY5DAgTA1s,40.46588969999999,-79.96511799999999,bounding_only
penn ave,Hockey Rink,Pittsburgh,,ChIJv3nqmkzyNIgR0Ptrl0xQxl8,40.4667266,-79.9619798,bounding_only
Butler St,"PrimeLending, A PlainsCapital Company - Pittsburgh","4723 Butler Street Suite 1, Pittsburgh",4.9,ChIJv69z9nPxNIgRKqBAnFa6LrM,40.4747954,-79.9579311,broad_filled
penn ave,Industry Public House,"4305 Butler Street, Pittsburgh",4.1,ChIJv6siiU3yNIgRY1K4PUwSTvY,40.47092200000001,-79.960374,consolidated
liberty ave,Starbucks,"4765 Liberty Avenue, Pittsburgh",4.4,ChIJv80hSkfyNIgRNZnI9Dxc-n4,40.46106700000001,-79.947637,bounding_only
butler st,RedStone Place,"265 46th Street, Pittsburgh",4.8,ChIJvRdwylHyNIgR4FYMEgdAaQo,40.4717875,-79.9563388,consolidated
butler st,The Irving and Aaronel deRoy Gruber Foundation,"The Ice House Studios, 100 43rd Street Unit 114, Pittsburgh",5.0,ChIJvSXDEwjzNIgRj2egsE0edC4,40.4729117,-79.9636664,consolidated
liberty ave,Studio 4,"4609 Liberty Avenue, Pittsburgh",4.9,ChIJvUAjWwTzNIgRwlR7givSmbM,40.4626319,-79.95043749999999,bounding_only
penn ave,Saint Padre Pio Parish,"225 37th Street, Pittsburgh",4.8,ChIJvUDqUkvyNIgRNVnJh6fPNdQ,40.4652168,-79.9639261,consolidated
liberty ave,Cullen & Associates,"4012 Liberty Avenue, Pittsburgh",5.0,ChIJvWd72GryNIgRvksohKS3unE,40.4625828,-79.95659309999999,bounding_only
liberty ave,Srodes Charles H MD,"4727 Friendship Avenue Suite 340, Pittsburgh",,ChIJva3GwkbyNIgRItPGPu-e7qo,40.4632342,-79.94816809999999,consolidated
liberty ave,"Dr. Helen I. Analo, MD","4727 Friendship Avenue, Pittsburgh",1.0,ChIJva3GwkbyNIgRM1xfWUhptPc,40.4632342,-79.94816809999999,consolidated
liberty ave,Vogel Tracey M MD,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJva3GwkbyNIgROvhqOBJoRNc,40.4632342,-79.94816809999999,consolidated
liberty ave,"Dr. Bradley T. Heppner, MD","4727 Friendship Avenue Suite 200, Pittsburgh",5.0,ChIJva3GwkbyNIgRf-cbKPVzt2Q,40.4632342,-79.94816809999999,bounding_only
liberty ave,Bettinger Robert MD,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJva3GwkbyNIgRmDJ9rAukD-I,40.4632342,-79.94816809999999,consolidated
liberty ave,Not Usual Studios,"4610 Liberty Avenue, Pittsburgh",5.0,ChIJvcKDS4ntNIgR4NskPzX9IIg,40.4622852,-79.9505423,bounding_only
penn ave,Butler St + Main,United States,,ChIJvclkoU3yNIgRMI4tnZOYb7U,40.4697199,-79.9609052,bounding_only
butler st,Rosewater Cafe,"4316 Butler Street, Pittsburgh",5.0,ChIJvcv0Vi_zNIgRsXviuAuZ41E,40.4710517,-79.9597953,consolidated
penn ave,Arsenal 201,"147 39th Street, Pittsburgh",4.3,ChIJvfXkI7PzNIgRM3oWhuiiVYU,40.468942,-79.96468159999999,consolidated
liberty ave,Game of Fades,"4524 Liberty Avenue, Pittsburgh",4.6,ChIJvwQZ-p_zNIgRbTkPgVbAyxs,40.4625216,-79.951219,consolidated
McCandless Ave,Poetry Lounge,"313 North Avenue, Pittsburgh",4.6,ChIJvwufmXbzNIgRF-PfYxCSA0E,40.48214279999999,-79.9741324,broad_filled
butler st,Marie Kisic,"4313 Butler Street, Pittsburgh",,ChIJvyIpdlLyNIgR3Zdb3PHrcyo,40.4711269,-79.9603324,bounding_only
liberty ave,Green Daffodil,"4106 Howley Street, Pittsburgh",,ChIJw0NpZGzzNIgRJxCN-BPr0io,40.4640644,-79.9535715,bounding_only
55th st,Junk Magician,"115 Colton Street, Pittsburgh",5.0,ChIJw0nT9i_zNIgR03Xg0Rc18xg,40.4821865,-79.9764977,consolidated
34th St,Pressure Chemical Co,"3419 Smallman Street, Pittsburgh",5.0,ChIJw58uyrXzNIgR8b11GBSWZJQ,40.463963,-79.96838199999999,broad_filled
liberty ave,Lower Bloomfield Unity Council,"343 Cedarville Street, Pittsburgh",,ChIJw6uEe0fyNIgRBQlWXTKYqZg,40.460439,-79.949546,bounding_only
penn ave,Ronald McDonald House,"451 44th Street, Pittsburgh",4.4,ChIJw6xBTAryNIgRl0uXcu-HIKE,40.467431,-79.9539156,bounding_only
penn ave,Camōflage,"4112 Butler Street, Pittsburgh",5.0,ChIJw7jkSzXzNIgRjEyIspbOz58,40.46986939999999,-79.96070089999999,consolidated
penn ave,Butler St at 39th St,United States,,ChIJw8M4tkzyNIgRbgkmP0yXuT0,40.4675415,-79.9635705,consolidated
plummer st,Vecenies Distributing,"317 Stanton Avenue, Pittsburgh",4.3,ChIJw8gq6e3zNIgRggNP50HJ0Tk,40.477829,-79.97212560000001,consolidated
penn ave,Take A Break Bar,"3825 Penn Avenue, Pittsburgh",4.3,ChIJw9-dokvyNIgRsEY8xk496LY,40.4648945,-79.9606154,consolidated
penn ave,Istanbloom Mediterranean Restaurant,"4109 Penn Avenue, Pittsburgh",5.0,ChIJwQBpXhXzNIgR1o9rfSrtR7M,40.4659284,-79.9548775,bounding_only
penn ave,Wesco Distribution Inc,"24 39th Street, Pittsburgh",3.0,ChIJwSKC8LLzNIgReC68qUxjGSk,40.4702525,-79.9667027,consolidated
liberty ave,MoneyGram,"4528 Liberty Avenue, Pittsburgh",4.0,ChIJwVr3s0fyNIgRad0Fm-DODbM,40.46247460000001,-79.951078,consolidated
45th St,"Sarah B. Larkin, MD","111 Sheridan Street, Pittsburgh",5.0,ChIJwZi8cqnzNIgR9BG-SfPLLJo,40.47900120000001,-79.9710132,broad_filled
45th St,"Henry A. Bakkila, MD","111 Sheridan Street, Pittsburgh",,ChIJwZi8cqnzNIgRAbowlbc_foo,40.47900120000001,-79.9710132,broad_filled
45th St,Volk Christine L,"111 Sheridan Street, Pittsburgh",5.0,ChIJwZi8cqnzNIgROG9xomwqAYY,40.4790017,-79.97100089999999,broad_filled
45th St,"Amy J. DiPlacido, MD","111 Sheridan Street, Pittsburgh",5.0,ChIJwZi8cqnzNIgRP1L2WzrKNzQ,40.4790017,-79.97100089999999,broad_filled
45th St,"Dr. Robert L. Carrell, MD","111 Sheridan Street, Millvale",3.7,ChIJwZi8cqnzNIgRhtjtoEuFxfk,40.4790017,-79.97100089999999,broad_filled
45th St,Renaissance Family Practice-UPMC,"111 Sheridan Street, Pittsburgh",2.9,ChIJwZi8cqnzNIgRroois8BZYYI,40.4790017,-79.97100089999999,broad_filled
penn ave,Butler St + 39th,United States,,ChIJw_4bykzyNIgR5jw5g--fLS0,40.467679,-79.9637,consolidated
52nd St,Pro Towing Service,"211 North Avenue, Millvale",3.0,ChIJw_oGyLfzNIgR9RsR8AEACLg,40.4812556,-79.9749528,broad_filled
Liberty Ave,Bigelow Blvd + Bloomfield Bridge,United States,,ChIJwahdYTbyNIgRcGokPXKnLHM,40.458614,-79.95749699999999,broad_filled
51st St,MRC Copywriting Service,"4101 Mary Drive, Pittsburgh",5.0,ChIJwbGXBAHzNIgRQ7F8hD4csbI,40.4759277,-79.9823384,broad_filled
penn ave,Upstream Coding,"3700 Butler Street, Pittsburgh",5.0,ChIJwdr8TV3tNIgRvnnSLWsCaWE,40.4662563,-79.9644659,bounding_only
penn ave,Cilantro & Ajo,"4017 Butler Street, Pittsburgh",4.7,ChIJwfaFMAXzNIgRkweT0rMrsR0,40.4693027,-79.9618624,consolidated
penn ave,PNC ATM,"4101 Butler Street, Pittsburgh",,ChIJwwo3s0zyNIgRTZzJvkfZ4EI,40.4697578,-79.96136150000001,bounding_only
penn ave,ATM (Getgo from Giant Eagle),"4000 Butler Street, Pittsburgh",3.0,ChIJwwo3s0zyNIgRUl5JSAWN9ug,40.46865080000001,-79.9616381,consolidated
penn ave,Ed's,"248 38th Street, Pittsburgh",5.0,ChIJwxGgXEvyNIgRIXIoyWkh8Co,40.4657279,-79.9629975,consolidated
butler st,ESTAT Actuation,"91 43rd Street, Pittsburgh",,ChIJwxtqExvzNIgR2afluwOuJYY,40.473351,-79.963422,consolidated
penn ave,Bartosiewicz Agency,"4311 Butler Street, Pittsburgh",5.0,ChIJx0d-ClLyNIgRzzGFZVdR8VA,40.4710292,-79.960211,consolidated
49th St,Reserve Primary School,"2107 Lonsdale Street, Pittsburgh",5.0,ChIJx4G8limNNIgR9X8NMm80qlg,40.4755681,-79.98106159999999,broad_filled
penn ave,KeyMe Locksmiths,"3939 Butler Street, Pittsburgh",3.5,ChIJxTy0wffzNIgReKjZWKu0UTU,40.46897500000001,-79.96331699999999,consolidated
butler st,LAWRENCEVILLE BOAT LAUNCH,"0048H00200000000, Pittsburgh",,ChIJxVfDHY7zNIgRu16aPB5zRks,40.4716101,-79.9672358,consolidated
45th St,Grist House Craft Brewery,"10 East Sherman Street, Pittsburgh",4.8,ChIJxVy9G6nzNIgRLFFQap_SmqM,40.4787139,-79.9722824,broad_filled
liberty ave,Woolslair Elementary School,"501 40th Street, Pittsburgh",3.3,ChIJxXPIdknyNIgRk1bL9ZS3DuU,40.4631909,-79.9571285,bounding_only
penn ave,Arsenal Beer Emporium,"4104 Butler Street, Pittsburgh",4.8,ChIJxY5OAwjzNIgRTWEXoQoClxg,40.46939700000001,-79.9608762,consolidated
Stanton Ave,Three Rivers Tattoo,"524 Grant Avenue floor 2, Millvale",4.7,ChIJxZBjZajzNIgRj4GvDPTX5mk,40.4810224,-79.9747074,broad_filled
51st st,TABS Asphalt & Concrete Inc.,"10 Sedgwick Street, Pittsburgh",,ChIJxZK4fezyNIgR2_RB6uWjS24,40.47961149999999,-79.9744565,consolidated
McCandless Ave,MT Troy + Cronemeyer Ave FS,United States,,ChIJx_Mt0KLzNIgRjX4GfrxovnE,40.473738,-79.984456,broad_filled
butler st,Cuddy’s Soul Food@Lawrencehall,"4609 Butler Street, Pittsburgh",5.0,ChIJx_Xv4R3zNIgRTRJgPYYvyNo,40.47324649999999,-79.95882460000001,consolidated
butler st,Catalyst Lofts,"141 41st Street, Pittsburgh",4.5,ChIJxfd3XU3yNIgRmFs8Sh_iSug,40.4708499,-79.9626619,consolidated
penn ave,Lawrenceville Community Garden,Pittsburgh,,ChIJxwky5U7yNIgRNqYxb4XJsLQ,40.4675258,-79.9562543,bounding_only
liberty ave,Brillobox,"4104 Penn Avenue, Pittsburgh",4.5,ChIJxxYfM0_yNIgRM00-BqKCn3s,40.4656218,-79.95477149999999,bounding_only
penn ave,Arsenal Park,"276 39th Street, Pittsburgh",4.4,ChIJxz9qfUzyNIgRNX2G2G-RaI4,40.46643419999999,-79.9608872,consolidated
liberty ave,Rust Belt Relix,"307 Taylor Street, Pittsburgh",5.0,ChIJy2iWtlLzNIgROSswPtkBGgc,40.4621525,-79.9509984,consolidated
penn ave,"Walter J. Zalewski Funeral Homes, Inc.","216 44th Street, Pittsburgh",4.7,ChIJy3BQBlLyNIgR3P1tLRqiAOQ,40.4709689,-79.9593557,consolidated
penn ave,The Glass Whale Vape & Smoke Shop,"3818 Butler Street, Pittsburgh",5.0,ChIJy3zXG4LzNIgRzzCr3ah6dbY,40.4672237,-79.9638372,consolidated
Liberty Ave,Truck Rental at U-Haul,"3700 Bigelow Boulevard, Pittsburgh",,ChIJy8obPiDzNIgRW7vF1UBEr5k,40.4576139,-79.95653080000001,broad_filled
butler st,Golden Goat,"4319 Butler Street, Pittsburgh",4.8,ChIJy91oMU7zNIgRm64XNWImLlg,40.47123190000001,-79.96024369999999,bounding_only
penn ave,Huemor,"3706 Butler Street STE 324, Pittsburgh",5.0,ChIJyQmHBlTxNIgRX_IhvejVZh0,40.4663709,-79.9643997,bounding_only
butler st,No. 14,"4601 Butler Street, Pittsburgh",4.1,ChIJyT5EL1LyNIgR2DneN02WIcQ,40.47295190000001,-79.95884269999999,consolidated
34th St,Salonika Imports,"3509 Smallman Street, Pittsburgh",4.8,ChIJyTyxT7TzNIgRnMNKpyk-XEM,40.4647526,-79.96782309999999,broad_filled
45th St,Scott's Barber Shop,"205 Grant Avenue, Millvale",4.9,ChIJyWWVFqnzNIgRo7lMSaiNEBg,40.47873,-79.97137599999999,broad_filled
44th St,ACE Cash Express,"129 Lincoln Avenue, Pittsburgh",4.9,ChIJyeG2Y6nzNIgR5VjRXYOW9K4,40.47867420000001,-79.9699392,broad_filled
butler st,Lawrenceville Healthy Active Living Community Center,"4600 Butler Street, Pittsburgh",3.0,ChIJyeyMmlHyNIgRK1cCVv9Kerg,40.4730696,-79.95806549999999,consolidated
penn ave,CPR Pittsburgh,"3700 Butler Street, Pittsburgh",4.9,ChIJyw7HbarzNIgRyFeh7TLbUYw,40.4662644,-79.9644211,bounding_only
liberty ave,STORY COLLECTIVE CHURCH,"4117 Liberty Avenue, Pittsburgh",,ChIJz-ioeb4o6GARHs3a-t-mu34,40.4636573,-79.95384240000001,bounding_only
42nd st,Millvalle Riverfront Park,"54 River Front Drive, Millvale",4.9,ChIJz245Y0jzNIgRjXOiOt2-F3g,40.4745475,-79.9694219,consolidated
liberty ave,Taste of India,"4320 Penn Avenue, Pittsburgh",4.3,ChIJz3fkUU_yNIgRz8ny6o9Dcos,40.46576940000001,-79.9535236,bounding_only
penn ave,POGOH Bike Share Station,Pittsburgh,,ChIJz4VqaQDzNIgRuEqS9IRx-Dk,40.4702146,-79.96036169999999,consolidated
liberty ave,Dan Cercone Barber Shop,"4720 Liberty Avenue, Pittsburgh",4.7,ChIJz4fxEUfyNIgR8tvfxlBf9rg,40.46159,-79.949339,consolidated
52nd st,Sperling Family Funeral Services,"123 North Avenue #1, Pittsburgh",,ChIJz6w916fzNIgRBk9iuEIE8mw,40.4804767,-79.9757011,consolidated
34th st,Formlogic,"55 38th Street, Pittsburgh",5.0,ChIJzTLcrsvzNIgRTNd2eEeAhh0,40.46904120000001,-79.9679726,consolidated
liberty ave,Tram's Kitchen,"4050 Penn Avenue, Pittsburgh",4.6,ChIJzV7wK0nyNIgRgtFZ1GerHV0,40.46540299999999,-79.955962,bounding_only
liberty ave,"United Manufacturing & Processing, Inc","4608 Penn Avenue, Pittsburgh",,ChIJzYQQJUTyNIgRjV6r2Jy1oys,40.4657177,-79.94920220000002,consolidated
penn ave,Butler St + 40th St NS,United States,,ChIJzcZs50zyNIgR0wpKdsWBq4k,40.468342,-79.962688,consolidated
liberty ave,Gemma Bridal,"4614 Liberty Avenue Floor #2, Pittsburgh",4.8,ChIJzds_d_bzNIgRM2WIch6ZDv8,40.4621346,-79.9504307,bounding_only
34th St,Sugar and wax Studio,"19 35th Street, Pittsburgh",,ChIJzxW08ezzNIgRfLcVpIshQas,40.4660929,-79.9705912,broad_filled
48th St,Quiet Retreat Therapy,"216 Grant Avenue, Millvale",5.0,ChIJzxtmc2jzNIgRXD07ZM_4Xmk,40.4791818,-79.9714522,broad_filled
